Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Nova Suite,Firefox 58.0,,2018-01-31 11:27:15,2018-01-31 11:30:34,"3m - 19,401s",PASSED
,,,,,,
Test Cases/ENTRE/MSG Cadastrar CPF,Firefox 58.0,,2018-01-31 11:27:15,2018-01-31 11:27:44,"29,064s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:27:15,2018-01-31 11:27:24,"8,406s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:27:24,2018-01-31 11:27:30,"6,486s",PASSED
click,Firefox 58.0,,2018-01-31 11:27:30,2018-01-31 11:27:34,"3,477s",PASSED
setText,Firefox 58.0,,2018-01-31 11:27:34,2018-01-31 11:27:38,"4,140s",PASSED
click,Firefox 58.0,,2018-01-31 11:27:38,2018-01-31 11:27:41,"2,671s",PASSED
click,Firefox 58.0,,2018-01-31 11:27:41,2018-01-31 11:27:43,"2,263s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:27:43,2018-01-31 11:27:44,"1,283s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF Invalido,Firefox 58.0,Teste de valida\u00E7\u00E3o de mensagem para CPF Invalido na area de login,2018-01-31 11:27:44,2018-01-31 11:28:18,"33,787s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:27:44,2018-01-31 11:27:52,"7,462s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:27:52,2018-01-31 11:27:57,"5,482s",PASSED
click,Firefox 58.0,,2018-01-31 11:27:57,2018-01-31 11:28:01,"3,348s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:28:01,2018-01-31 11:28:03,"2,253s",PASSED
setText,Firefox 58.0,,2018-01-31 11:28:03,2018-01-31 11:28:07,"4,111s",PASSED
setText,Firefox 58.0,,2018-01-31 11:28:07,2018-01-31 11:28:11,"4,100s",PASSED
click,Firefox 58.0,,2018-01-31 11:28:11,2018-01-31 11:28:13,"2,292s",PASSED
check,Firefox 58.0,,2018-01-31 11:28:13,2018-01-31 11:28:17,"3,285s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:28:17,2018-01-31 11:28:18,"1,287s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF Ja Cadastrado,Firefox 58.0,,2018-01-31 11:28:18,2018-01-31 11:28:46,"28,496s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:28:18,2018-01-31 11:28:25,"7,474s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:28:25,2018-01-31 11:28:31,"5,676s",PASSED
click,Firefox 58.0,,2018-01-31 11:28:31,2018-01-31 11:28:35,"3,366s",PASSED
setText,Firefox 58.0,,2018-01-31 11:28:35,2018-01-31 11:28:39,"4,114s",PASSED
click,Firefox 58.0,,2018-01-31 11:28:39,2018-01-31 11:28:42,"3,088s",PASSED
check,Firefox 58.0,,2018-01-31 11:28:42,2018-01-31 11:28:45,"3,261s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:28:45,2018-01-31 11:28:46,"1,344s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF nao cadastrado,Firefox 58.0,,2018-01-31 11:28:46,2018-01-31 11:29:24,"37,183s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:28:47,2018-01-31 11:28:54,"7,470s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:28:54,2018-01-31 11:28:59,"5,337s",PASSED
click,Firefox 58.0,,2018-01-31 11:28:59,2018-01-31 11:29:04,"4,381s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:29:04,2018-01-31 11:29:06,"2,235s",PASSED
setText,Firefox 58.0,,2018-01-31 11:29:06,2018-01-31 11:29:10,"4,115s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:29:10,2018-01-31 11:29:12,"2,222s",PASSED
setText,Firefox 58.0,,2018-01-31 11:29:12,2018-01-31 11:29:16,"4,082s",PASSED
click,Firefox 58.0,,2018-01-31 11:29:16,2018-01-31 11:29:19,"2,651s",PASSED
check,Firefox 58.0,,2018-01-31 11:29:19,2018-01-31 11:29:22,"3,256s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:29:22,2018-01-31 11:29:24,"1,250s",PASSED
,,,,,,
Test Cases/ENTRE/MSG Senha Errada,Firefox 58.0,,2018-01-31 11:29:24,2018-01-31 11:30:01,"37,319s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:29:24,2018-01-31 11:29:31,"7,756s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:29:31,2018-01-31 11:29:37,"5,730s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:29:37,2018-01-31 11:29:39,"2,232s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:29:39,2018-01-31 11:29:43,"3,726s",PASSED
setText,Firefox 58.0,,2018-01-31 11:29:43,2018-01-31 11:29:47,"4,110s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 11:29:47,2018-01-31 11:29:49,"2,227s",PASSED
setText,Firefox 58.0,,2018-01-31 11:29:49,2018-01-31 11:29:54,"4,082s",PASSED
click,Firefox 58.0,,2018-01-31 11:29:54,2018-01-31 11:29:56,"2,724s",PASSED
check,Firefox 58.0,,2018-01-31 11:29:56,2018-01-31 11:30:00,"3,250s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:30:00,2018-01-31 11:30:01,"1,311s",PASSED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Firefox 58.0,,2018-01-31 11:30:01,2018-01-31 11:30:34,"33,142s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 11:30:01,2018-01-31 11:30:08,"6,949s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 11:30:08,2018-01-31 11:30:14,"6,402s",PASSED
click,Firefox 58.0,,2018-01-31 11:30:14,2018-01-31 11:30:18,"3,457s",PASSED
click,Firefox 58.0,,2018-01-31 11:30:18,2018-01-31 11:30:20,"2,266s",PASSED
delay,Firefox 58.0,,2018-01-31 11:30:20,2018-01-31 11:30:23,"3,035s",PASSED
setText,Firefox 58.0,,2018-01-31 11:30:23,2018-01-31 11:30:27,"4,095s",PASSED
click,Firefox 58.0,,2018-01-31 11:30:27,2018-01-31 11:30:30,"2,271s",PASSED
check,Firefox 58.0,,2018-01-31 11:30:30,2018-01-31 11:30:33,"3,254s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 11:30:33,2018-01-31 11:30:34,"1,234s",PASSED
