Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Compras,Firefox 58.0,,2018-02-01 16:53:34,2018-02-01 16:56:42,"3m - 7,619s",FAILED
,,,,,,
Test Cases/COMPRAS/Adicionar Carrinho,Firefox 58.0,,2018-02-01 16:53:34,2018-02-01 16:54:37,"1m - 3,113s",FAILED
openBrowser,Firefox 58.0,,2018-02-01 16:53:35,2018-02-01 16:53:43,"8,457s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 16:53:43,2018-02-01 16:53:48,"5,181s",PASSED
click,Firefox 58.0,,2018-02-01 16:53:48,2018-02-01 16:53:52,"3,332s",PASSED
setText,Firefox 58.0,,2018-02-01 16:53:52,2018-02-01 16:53:56,"4,124s",PASSED
setText,Firefox 58.0,,2018-02-01 16:53:56,2018-02-01 16:54:00,"4,110s",PASSED
click,Firefox 58.0,,2018-02-01 16:54:00,2018-02-01 16:54:04,"3,827s",PASSED
click,Firefox 58.0,,2018-02-01 16:54:04,2018-02-01 16:54:06,"2,287s",PASSED
click,Firefox 58.0,,2018-02-01 16:54:06,2018-02-01 16:54:37,"31,523s",FAILED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Concluida,Firefox 58.0,,2018-02-01 16:54:37,2018-02-01 16:55:43,"1m - 5,859s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 16:54:38,2018-02-01 16:54:46,"8,198s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 16:54:46,2018-02-01 16:54:51,"5,545s",PASSED
click,Firefox 58.0,,2018-02-01 16:54:51,2018-02-01 16:54:55,"3,510s",PASSED
setText,Firefox 58.0,,2018-02-01 16:54:55,2018-02-01 16:54:59,"4,108s",PASSED
setText,Firefox 58.0,,2018-02-01 16:54:59,2018-02-01 16:55:03,"4,107s",PASSED
click,Firefox 58.0,,2018-02-01 16:55:03,2018-02-01 16:55:07,"3,911s",PASSED
click,Firefox 58.0,,2018-02-01 16:55:07,2018-02-01 16:55:09,"2,268s",PASSED
click,Firefox 58.0,,2018-02-01 16:55:09,2018-02-01 16:55:12,"3,264s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-01 16:55:12,2018-02-01 16:55:31,"18,550s",PASSED
click,Firefox 58.0,,2018-02-01 16:55:31,2018-02-01 16:55:34,"2,720s",PASSED
check,Firefox 58.0,,2018-02-01 16:55:34,2018-02-01 16:55:42,"8,265s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 16:55:42,2018-02-01 16:55:43,"1,223s",PASSED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Sem Resultado,Firefox 58.0,,2018-02-01 16:55:43,2018-02-01 16:56:41,"58,238s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 16:55:43,2018-02-01 16:55:51,"7,465s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 16:55:51,2018-02-01 16:55:56,"5,270s",PASSED
click,Firefox 58.0,,2018-02-01 16:55:56,2018-02-01 16:55:59,"3,320s",PASSED
setText,Firefox 58.0,,2018-02-01 16:55:59,2018-02-01 16:56:04,"4,111s",PASSED
setText,Firefox 58.0,,2018-02-01 16:56:04,2018-02-01 16:56:08,"4,088s",PASSED
click,Firefox 58.0,,2018-02-01 16:56:08,2018-02-01 16:56:11,"3,785s",PASSED
click,Firefox 58.0,,2018-02-01 16:56:11,2018-02-01 16:56:14,"2,263s",PASSED
click,Firefox 58.0,,2018-02-01 16:56:14,2018-02-01 16:56:17,"3,215s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-01 16:56:17,2018-02-01 16:56:34,"17,494s",PASSED
click,Firefox 58.0,,2018-02-01 16:56:34,2018-02-01 16:56:37,"2,560s",PASSED
check,Firefox 58.0,,2018-02-01 16:56:37,2018-02-01 16:56:40,"3,245s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 16:56:40,2018-02-01 16:56:41,"1,262s",PASSED
