Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mensagens de validacao,Firefox 58.0,,2018-01-25 09:30:02,2018-01-25 09:31:58,"1m - 56,368s",FAILED
,,,,,,
Test Cases/MSG CPF Invalido,Firefox 58.0,Teste de valida\u00E7\u00E3o de mensagem para CPF Invalido na area de login,2018-01-25 09:30:02,2018-01-25 09:30:15,"12,881s",PASSED
openBrowser,Firefox 58.0,,2018-01-25 09:30:03,2018-01-25 09:30:09,"5,676s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-25 09:30:09,2018-01-25 09:30:13,"4,146s",PASSED
click,Firefox 58.0,,2018-01-25 09:30:13,2018-01-25 09:30:14,"1,425s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:30:14,2018-01-25 09:30:14,"0,257s",PASSED
setText,Firefox 58.0,,2018-01-25 09:30:14,2018-01-25 09:30:14,"0,097s",PASSED
setText,Firefox 58.0,,2018-01-25 09:30:14,2018-01-25 09:30:15,"0,049s",PASSED
click,Firefox 58.0,,2018-01-25 09:30:15,2018-01-25 09:30:15,"0,308s",PASSED
check,Firefox 58.0,,2018-01-25 09:30:15,2018-01-25 09:30:15,"0,279s",PASSED
closeBrowser,Firefox 58.0,,2018-01-25 09:30:15,2018-01-25 09:30:15,"0,210s",PASSED
,,,,,,
Test Cases/MSG CPF nao cadastrado,Firefox 58.0,,2018-01-25 09:30:15,2018-01-25 09:31:00,"44,678s",FAILED
openBrowser,Firefox 58.0,,2018-01-25 09:30:16,2018-01-25 09:30:22,"6,074s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-25 09:30:22,2018-01-25 09:30:27,"4,925s",PASSED
click,Firefox 58.0,,2018-01-25 09:30:27,2018-01-25 09:30:28,"1,504s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:30:28,2018-01-25 09:30:28,"0,210s",PASSED
setText,Firefox 58.0,,2018-01-25 09:30:28,2018-01-25 09:30:28,"0,072s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:30:28,2018-01-25 09:30:29,"0,197s",PASSED
setText,Firefox 58.0,,2018-01-25 09:30:29,2018-01-25 09:30:29,"0,073s",PASSED
click,Firefox 58.0,,2018-01-25 09:30:29,2018-01-25 09:30:29,"0,650s",PASSED
click,Firefox 58.0,,2018-01-25 09:30:29,2018-01-25 09:31:00,"30,796s",FAILED
,,,,,,
Test Cases/MSG Senha Errada,Firefox 58.0,,2018-01-25 09:31:00,2018-01-25 09:31:14,"13,575s",PASSED
openBrowser,Firefox 58.0,,2018-01-25 09:31:00,2018-01-25 09:31:05,"5,200s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-25 09:31:05,2018-01-25 09:31:10,"4,787s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:31:10,2018-01-25 09:31:10,"0,192s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:31:10,2018-01-25 09:31:12,"1,746s",PASSED
setText,Firefox 58.0,,2018-01-25 09:31:12,2018-01-25 09:31:12,"0,076s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:31:12,2018-01-25 09:31:12,"0,208s",PASSED
setText,Firefox 58.0,,2018-01-25 09:31:12,2018-01-25 09:31:13,"0,078s",PASSED
click,Firefox 58.0,,2018-01-25 09:31:13,2018-01-25 09:31:13,"0,651s",PASSED
click,Firefox 58.0,,2018-01-25 09:31:13,2018-01-25 09:31:13,"0,233s",PASSED
closeBrowser,Firefox 58.0,,2018-01-25 09:31:13,2018-01-25 09:31:14,"0,219s",PASSED
,,,,,,
Test Cases/MSG Cadastrar CPF,Firefox 58.0,,2018-01-25 09:31:14,2018-01-25 09:31:58,"44,495s",FAILED
openBrowser,Firefox 58.0,,2018-01-25 09:31:14,2018-01-25 09:31:20,"5,626s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-25 09:31:20,2018-01-25 09:31:25,"5,213s",PASSED
click,Firefox 58.0,,2018-01-25 09:31:25,2018-01-25 09:31:26,"1,339s",PASSED
doubleClick,Firefox 58.0,,2018-01-25 09:31:26,2018-01-25 09:31:26,"0,211s",PASSED
setText,Firefox 58.0,,2018-01-25 09:31:26,2018-01-25 09:31:27,"0,548s",PASSED
click,Firefox 58.0,,2018-01-25 09:31:27,2018-01-25 09:31:27,"0,631s",PASSED
click,Firefox 58.0,,2018-01-25 09:31:27,2018-01-25 09:31:58,"30,754s",FAILED
