Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pag Entre,Firefox 58.0,,2018-02-01 11:05:57,2018-02-01 11:07:17,"1m - 19,399s",PASSED
,,,,,,
Test Cases/ENTRE/Login Valido,Firefox 58.0,,2018-02-01 11:05:58,2018-02-01 11:06:39,"41,292s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 11:05:58,2018-02-01 11:06:06,"7,961s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 11:06:06,2018-02-01 11:06:15,"9,341s",PASSED
click,Firefox 58.0,,2018-02-01 11:06:15,2018-02-01 11:06:20,"4,434s",PASSED
setText,Firefox 58.0,,2018-02-01 11:06:20,2018-02-01 11:06:24,"4,141s",PASSED
setText,Firefox 58.0,,2018-02-01 11:06:24,2018-02-01 11:06:28,"4,092s",PASSED
click,Firefox 58.0,,2018-02-01 11:06:28,2018-02-01 11:06:34,"6,509s",PASSED
check,Firefox 58.0,,2018-02-01 11:06:34,2018-02-01 11:06:38,"3,288s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 11:06:38,2018-02-01 11:06:39,"1,245s",PASSED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Firefox 58.0,,2018-02-01 11:06:39,2018-02-01 11:07:17,"37,735s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 11:06:39,2018-02-01 11:06:46,"7,003s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 11:06:46,2018-02-01 11:06:56,"9,815s",PASSED
click,Firefox 58.0,,2018-02-01 11:06:56,2018-02-01 11:07:01,"4,607s",PASSED
click,Firefox 58.0,,2018-02-01 11:07:01,2018-02-01 11:07:03,"2,269s",PASSED
delay,Firefox 58.0,,2018-02-01 11:07:03,2018-02-01 11:07:06,"3,018s",PASSED
setText,Firefox 58.0,,2018-02-01 11:07:06,2018-02-01 11:07:10,"4,101s",PASSED
click,Firefox 58.0,,2018-02-01 11:07:10,2018-02-01 11:07:12,"2,262s",PASSED
check,Firefox 58.0,,2018-02-01 11:07:12,2018-02-01 11:07:15,"3,255s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 11:07:15,2018-02-01 11:07:17,"1,258s",PASSED
