Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pagamentos,Chrome 63.0.3239.132,,2018-01-25 17:47:46,2018-01-25 17:48:07,"21,256s",PASSED
,,,,,,
Test Cases/Adicionar Carrinho,Chrome 63.0.3239.132,,2018-01-25 17:47:46,2018-01-25 17:48:07,"20,948s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-25 17:47:46,2018-01-25 17:47:49,"2,821s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-01-25 17:47:49,2018-01-25 17:47:55,"6,431s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:47:55,2018-01-25 17:47:57,"1,506s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-25 17:47:57,2018-01-25 17:47:57,"0,143s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-25 17:47:57,2018-01-25 17:47:57,"0,110s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:47:57,2018-01-25 17:48:00,"2,426s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:48:00,2018-01-25 17:48:04,"4,168s",PASSED
doubleClick,Chrome 63.0.3239.132,,2018-01-25 17:48:04,2018-01-25 17:48:04,"0,118s",PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-25 17:48:04,2018-01-25 17:48:04,"0,051s",PASSED
doubleClick,Chrome 63.0.3239.132,,2018-01-25 17:48:04,2018-01-25 17:48:06,"2,133s",PASSED
closeBrowser,Chrome 63.0.3239.132,,2018-01-25 17:48:06,2018-01-25 17:48:07,"0,647s",PASSED
