Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Nova Suite,Firefox 58.0,,2018-01-31 15:28:09,2018-01-31 15:31:34,"3m - 24,994s",PASSED
,,,,,,
Test Cases/ENTRE/MSG Cadastrar CPF,Firefox 58.0,,2018-01-31 15:28:09,2018-01-31 15:28:40,"30,827s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:28:09,2018-01-31 15:28:19,"9,462s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:28:19,2018-01-31 15:28:26,"6,771s",PASSED
click,Firefox 58.0,,2018-01-31 15:28:26,2018-01-31 15:28:29,"3,630s",PASSED
setText,Firefox 58.0,,2018-01-31 15:28:29,2018-01-31 15:28:34,"4,310s",PASSED
click,Firefox 58.0,,2018-01-31 15:28:34,2018-01-31 15:28:36,"2,758s",PASSED
click,Firefox 58.0,,2018-01-31 15:28:36,2018-01-31 15:28:39,"2,326s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:28:39,2018-01-31 15:28:40,"1,282s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF Invalido,Firefox 58.0,Teste de valida\u00E7\u00E3o de mensagem para CPF Invalido na area de login,2018-01-31 15:28:40,2018-01-31 15:29:15,"35,047s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:28:40,2018-01-31 15:28:48,"8,226s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:28:48,2018-01-31 15:28:54,"5,490s",PASSED
click,Firefox 58.0,,2018-01-31 15:28:54,2018-01-31 15:28:57,"3,498s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:28:57,2018-01-31 15:29:00,"2,274s",PASSED
setText,Firefox 58.0,,2018-01-31 15:29:00,2018-01-31 15:29:04,"4,090s",PASSED
setText,Firefox 58.0,,2018-01-31 15:29:04,2018-01-31 15:29:08,"4,220s",PASSED
click,Firefox 58.0,,2018-01-31 15:29:08,2018-01-31 15:29:10,"2,460s",PASSED
check,Firefox 58.0,,2018-01-31 15:29:10,2018-01-31 15:29:14,"3,313s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:29:14,2018-01-31 15:29:15,"1,307s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF Ja Cadastrado,Firefox 58.0,,2018-01-31 15:29:15,2018-01-31 15:29:44,"29,260s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:29:15,2018-01-31 15:29:23,"8,175s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:29:23,2018-01-31 15:29:29,"5,481s",PASSED
click,Firefox 58.0,,2018-01-31 15:29:29,2018-01-31 15:29:32,"3,389s",PASSED
setText,Firefox 58.0,,2018-01-31 15:29:32,2018-01-31 15:29:36,"4,119s",PASSED
click,Firefox 58.0,,2018-01-31 15:29:36,2018-01-31 15:29:40,"3,275s",PASSED
check,Firefox 58.0,,2018-01-31 15:29:40,2018-01-31 15:29:43,"3,287s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:29:43,2018-01-31 15:29:44,"1,379s",PASSED
,,,,,,
Test Cases/ENTRE/MSG CPF nao cadastrado,Firefox 58.0,,2018-01-31 15:29:44,2018-01-31 15:30:23,"38,736s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:29:45,2018-01-31 15:29:53,"8,127s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:29:53,2018-01-31 15:30:00,"7,004s",PASSED
click,Firefox 58.0,,2018-01-31 15:30:00,2018-01-31 15:30:03,"3,386s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:30:03,2018-01-31 15:30:05,"2,262s",PASSED
setText,Firefox 58.0,,2018-01-31 15:30:05,2018-01-31 15:30:09,"4,119s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:30:09,2018-01-31 15:30:12,"2,250s",PASSED
setText,Firefox 58.0,,2018-01-31 15:30:12,2018-01-31 15:30:16,"4,071s",PASSED
click,Firefox 58.0,,2018-01-31 15:30:16,2018-01-31 15:30:19,"2,782s",PASSED
check,Firefox 58.0,,2018-01-31 15:30:19,2018-01-31 15:30:22,"3,283s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:30:22,2018-01-31 15:30:23,"1,271s",PASSED
,,,,,,
Test Cases/ENTRE/MSG Senha Errada,Firefox 58.0,,2018-01-31 15:30:23,2018-01-31 15:31:01,"37,529s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:30:23,2018-01-31 15:30:31,"8,213s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:30:31,2018-01-31 15:30:37,"5,330s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:30:37,2018-01-31 15:30:39,"2,232s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:30:39,2018-01-31 15:30:43,"3,754s",PASSED
setText,Firefox 58.0,,2018-01-31 15:30:43,2018-01-31 15:30:47,"4,125s",PASSED
doubleClick,Firefox 58.0,,2018-01-31 15:30:47,2018-01-31 15:30:49,"2,246s",PASSED
setText,Firefox 58.0,,2018-01-31 15:30:49,2018-01-31 15:30:53,"4,080s",PASSED
click,Firefox 58.0,,2018-01-31 15:30:53,2018-01-31 15:30:56,"2,757s",PASSED
check,Firefox 58.0,,2018-01-31 15:30:56,2018-01-31 15:30:59,"3,292s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:30:59,2018-01-31 15:31:01,"1,323s",PASSED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Firefox 58.0,,2018-01-31 15:31:01,2018-01-31 15:31:34,"33,128s",PASSED
openBrowser,Firefox 58.0,,2018-01-31 15:31:01,2018-01-31 15:31:09,"8,014s",PASSED
navigateToUrl,Firefox 58.0,,2018-01-31 15:31:09,2018-01-31 15:31:14,"5,316s",PASSED
click,Firefox 58.0,,2018-01-31 15:31:14,2018-01-31 15:31:18,"3,376s",PASSED
click,Firefox 58.0,,2018-01-31 15:31:18,2018-01-31 15:31:20,"2,275s",PASSED
delay,Firefox 58.0,,2018-01-31 15:31:20,2018-01-31 15:31:23,"3,054s",PASSED
setText,Firefox 58.0,,2018-01-31 15:31:23,2018-01-31 15:31:27,"4,135s",PASSED
click,Firefox 58.0,,2018-01-31 15:31:27,2018-01-31 15:31:29,"2,281s",PASSED
check,Firefox 58.0,,2018-01-31 15:31:29,2018-01-31 15:31:33,"3,263s",PASSED
closeBrowser,Firefox 58.0,,2018-01-31 15:31:33,2018-01-31 15:31:34,"1,234s",PASSED
