Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Compras,Firefox 58.0,,2018-02-05 14:42:51,2018-02-05 14:45:53,"3m - 2,896s",FAILED
,,,,,,
Test Cases/COMPRAS/Adicionar Carrinho,Firefox 58.0,,2018-02-05 14:42:51,2018-02-05 14:43:52,"1m - 1,332s",FAILED
openBrowser,Firefox 58.0,,2018-02-05 14:42:51,2018-02-05 14:43:00,"8,432s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:43:00,2018-02-05 14:43:05,"5,497s",PASSED
click,Firefox 58.0,,2018-02-05 14:43:05,2018-02-05 14:43:09,"3,405s",PASSED
setText,Firefox 58.0,,2018-02-05 14:43:09,2018-02-05 14:43:13,"4,120s",PASSED
setText,Firefox 58.0,,2018-02-05 14:43:13,2018-02-05 14:43:17,"4,096s",PASSED
click,Firefox 58.0,,2018-02-05 14:43:17,2018-02-05 14:43:21,"3,924s",PASSED
click,Firefox 58.0,,2018-02-05 14:43:21,2018-02-05 14:43:52,"31,491s",FAILED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Concluida,Firefox 58.0,,2018-02-05 14:43:52,2018-02-05 14:44:55,"1m - 2,854s",PASSED
openBrowser,Firefox 58.0,,2018-02-05 14:43:52,2018-02-05 14:44:03,"11,030s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:44:03,2018-02-05 14:44:09,"5,642s",PASSED
click,Firefox 58.0,,2018-02-05 14:44:09,2018-02-05 14:44:12,"3,383s",PASSED
setText,Firefox 58.0,,2018-02-05 14:44:12,2018-02-05 14:44:17,"4,152s",PASSED
setText,Firefox 58.0,,2018-02-05 14:44:17,2018-02-05 14:44:21,"4,091s",PASSED
click,Firefox 58.0,,2018-02-05 14:44:21,2018-02-05 14:44:25,"3,913s",PASSED
click,Firefox 58.0,,2018-02-05 14:44:25,2018-02-05 14:44:27,"2,266s",PASSED
click,Firefox 58.0,,2018-02-05 14:44:27,2018-02-05 14:44:31,"3,713s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-05 14:44:31,2018-02-05 14:44:49,"18,529s",PASSED
click,Firefox 58.0,,2018-02-05 14:44:49,2018-02-05 14:44:52,"2,709s",PASSED
verifyElementText,Firefox 58.0,,2018-02-05 14:44:52,2018-02-05 14:44:54,"2,040s",PASSED
closeBrowser,Firefox 58.0,,2018-02-05 14:44:54,2018-02-05 14:44:55,"1,217s",PASSED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Sem Resultado,Firefox 58.0,,2018-02-05 14:44:55,2018-02-05 14:45:53,"58,233s",PASSED
openBrowser,Firefox 58.0,,2018-02-05 14:44:55,2018-02-05 14:45:03,"7,525s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:45:03,2018-02-05 14:45:09,"6,114s",PASSED
click,Firefox 58.0,,2018-02-05 14:45:09,2018-02-05 14:45:12,"3,390s",PASSED
setText,Firefox 58.0,,2018-02-05 14:45:12,2018-02-05 14:45:16,"4,111s",PASSED
setText,Firefox 58.0,,2018-02-05 14:45:16,2018-02-05 14:45:21,"4,099s",PASSED
click,Firefox 58.0,,2018-02-05 14:45:21,2018-02-05 14:45:24,"3,955s",PASSED
click,Firefox 58.0,,2018-02-05 14:45:24,2018-02-05 14:45:27,"2,258s",PASSED
click,Firefox 58.0,,2018-02-05 14:45:27,2018-02-05 14:45:30,"3,370s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-05 14:45:30,2018-02-05 14:45:48,"17,465s",PASSED
click,Firefox 58.0,,2018-02-05 14:45:48,2018-02-05 14:45:50,"2,537s",PASSED
verifyElementText,Firefox 58.0,,2018-02-05 14:45:50,2018-02-05 14:45:52,"2,037s",PASSED
closeBrowser,Firefox 58.0,,2018-02-05 14:45:52,2018-02-05 14:45:53,"1,214s",PASSED
