Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pagamentos,Chrome 63.0.3239.132,,2018-01-25 17:51:19,2018-01-25 17:51:39,"20,081s",PASSED
,,,,,,
Test Cases/Adicionar Carrinho,Chrome 63.0.3239.132,,2018-01-25 17:51:19,2018-01-25 17:51:39,"19,777s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-25 17:51:20,2018-01-25 17:51:22,"2,786s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-01-25 17:51:22,2018-01-25 17:51:28,"5,846s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:51:28,2018-01-25 17:51:30,"1,406s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-25 17:51:30,2018-01-25 17:51:30,"0,150s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-25 17:51:30,2018-01-25 17:51:30,"0,113s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:51:30,2018-01-25 17:51:32,"2,339s",PASSED
click,Chrome 63.0.3239.132,,2018-01-25 17:51:32,2018-01-25 17:51:36,"3,986s",PASSED
doubleClick,Chrome 63.0.3239.132,,2018-01-25 17:51:36,2018-01-25 17:51:36,"0,113s",PASSED
waitForPageLoad,Chrome 63.0.3239.132,,2018-01-25 17:51:36,2018-01-25 17:51:36,"0,046s",PASSED
doubleClick,Chrome 63.0.3239.132,,2018-01-25 17:51:36,2018-01-25 17:51:38,"1,957s",PASSED
closeBrowser,Chrome 63.0.3239.132,,2018-01-25 17:51:38,2018-01-25 17:51:39,"0,660s",PASSED
