Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pag Entre,Firefox 58.0,,2018-02-01 15:11:29,2018-02-01 15:14:01,"2m - 32,006s",PASSED
,,,,,,
Test Cases/ENTRE/Login Valido,Firefox 58.0,,2018-02-01 15:11:29,2018-02-01 15:12:06,"36,748s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 15:11:29,2018-02-01 15:11:38,"8,508s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 15:11:38,2018-02-01 15:11:44,"5,647s",PASSED
click,Firefox 58.0,,2018-02-01 15:11:44,2018-02-01 15:11:47,"3,353s",PASSED
setText,Firefox 58.0,,2018-02-01 15:11:47,2018-02-01 15:11:51,"4,099s",PASSED
setText,Firefox 58.0,,2018-02-01 15:11:51,2018-02-01 15:11:55,"4,094s",PASSED
click,Firefox 58.0,,2018-02-01 15:11:55,2018-02-01 15:12:01,"6,236s",PASSED
check,Firefox 58.0,,2018-02-01 15:12:01,2018-02-01 15:12:05,"3,283s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 15:12:05,2018-02-01 15:12:06,"1,238s",PASSED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Firefox 58.0,,2018-02-01 15:12:06,2018-02-01 15:12:45,"38,683s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 15:12:06,2018-02-01 15:12:14,"7,945s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 15:12:14,2018-02-01 15:12:24,"9,918s",PASSED
click,Firefox 58.0,,2018-02-01 15:12:24,2018-02-01 15:12:28,"4,502s",PASSED
click,Firefox 58.0,,2018-02-01 15:12:28,2018-02-01 15:12:31,"2,268s",PASSED
delay,Firefox 58.0,,2018-02-01 15:12:31,2018-02-01 15:12:34,"3,020s",PASSED
setText,Firefox 58.0,,2018-02-01 15:12:34,2018-02-01 15:12:38,"4,109s",PASSED
click,Firefox 58.0,,2018-02-01 15:12:38,2018-02-01 15:12:40,"2,264s",PASSED
check,Firefox 58.0,,2018-02-01 15:12:40,2018-02-01 15:12:43,"3,257s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 15:12:43,2018-02-01 15:12:45,"1,220s",PASSED
,,,,,,
Test Cases/ENTRE/Meus dados - Alterar Senha,Firefox 58.0,,2018-02-01 15:12:45,2018-02-01 15:14:01,"1m - 16,191s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 15:12:45,2018-02-01 15:12:52,"7,471s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 15:12:52,2018-02-01 15:13:01,"9,175s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:01,2018-02-01 15:13:05,"4,142s",PASSED
setText,Firefox 58.0,,2018-02-01 15:13:05,2018-02-01 15:13:10,"4,113s",PASSED
setText,Firefox 58.0,,2018-02-01 15:13:10,2018-02-01 15:13:14,"4,090s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:14,2018-02-01 15:13:20,"5,994s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:20,2018-02-01 15:13:22,"2,259s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:22,2018-02-01 15:13:28,"6,337s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 15:13:28,2018-02-01 15:13:30,"1,870s",PASSED
setText,Firefox 58.0,,2018-02-01 15:13:30,2018-02-01 15:13:34,"4,087s",PASSED
setText,Firefox 58.0,,2018-02-01 15:13:34,2018-02-01 15:13:38,"4,081s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:38,2018-02-01 15:13:45,"7,135s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:45,2018-02-01 15:13:54,"8,492s",PASSED
click,Firefox 58.0,,2018-02-01 15:13:54,2018-02-01 15:13:56,"2,256s",PASSED
check,Firefox 58.0,,2018-02-01 15:13:56,2018-02-01 15:13:59,"3,247s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 15:13:59,2018-02-01 15:14:01,"1,283s",PASSED
