Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pag Entre,Firefox 58.0,,2018-02-01 10:11:44,2018-02-01 10:13:19,"1m - 34,776s",FAILED
,,,,,,
Test Cases/ENTRE/Login Valido,Firefox 58.0,,2018-02-01 10:11:44,2018-02-01 10:12:44,"59,698s",FAILED
openBrowser,Firefox 58.0,,2018-02-01 10:11:45,2018-02-01 10:11:53,"8,379s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 10:11:53,2018-02-01 10:12:00,"6,903s",PASSED
click,Firefox 58.0,,2018-02-01 10:12:00,2018-02-01 10:12:04,"4,026s",PASSED
doubleClick,Firefox 58.0,,2018-02-01 10:12:04,2018-02-01 10:12:06,"2,243s",PASSED
setText,Firefox 58.0,,2018-02-01 10:12:06,2018-02-01 10:12:10,"4,159s",PASSED
click,Firefox 58.0,,2018-02-01 10:12:10,2018-02-01 10:12:13,"2,287s",PASSED
click,Firefox 58.0,,2018-02-01 10:12:13,2018-02-01 10:12:44,"31,438s",FAILED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Firefox 58.0,,2018-02-01 10:12:44,2018-02-01 10:13:19,"34,745s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 10:12:44,2018-02-01 10:12:53,"8,292s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 10:12:53,2018-02-01 10:12:59,"6,443s",PASSED
click,Firefox 58.0,,2018-02-01 10:12:59,2018-02-01 10:13:03,"3,641s",PASSED
click,Firefox 58.0,,2018-02-01 10:13:03,2018-02-01 10:13:05,"2,269s",PASSED
delay,Firefox 58.0,,2018-02-01 10:13:05,2018-02-01 10:13:08,"3,031s",PASSED
setText,Firefox 58.0,,2018-02-01 10:13:08,2018-02-01 10:13:12,"4,108s",PASSED
click,Firefox 58.0,,2018-02-01 10:13:12,2018-02-01 10:13:14,"2,272s",PASSED
check,Firefox 58.0,,2018-02-01 10:13:14,2018-02-01 10:13:18,"3,273s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 10:13:18,2018-02-01 10:13:19,"1,274s",PASSED
