Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Pagamentos,Chrome 63.0.3239.132,,2018-01-26 14:34:53,2018-01-26 14:35:16,"23,672s",FAILED
,,,,,,
Test Cases/COMPRAS/Adicionar Carrinho,Chrome 63.0.3239.132,,2018-01-26 14:34:53,2018-01-26 14:35:16,"22,702s",FAILED
openBrowser,Chrome 63.0.3239.132,,2018-01-26 14:34:53,2018-01-26 14:34:57,"3,498s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-01-26 14:34:57,2018-01-26 14:35:03,"5,818s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:03,2018-01-26 14:35:04,"1,579s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-26 14:35:04,2018-01-26 14:35:05,"0,146s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-26 14:35:05,2018-01-26 14:35:05,"0,105s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:05,2018-01-26 14:35:07,"2,412s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:07,2018-01-26 14:35:13,"5,949s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:13,2018-01-26 14:35:13,"0,100s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:13,2018-01-26 14:35:15,"2,144s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:35:15,2018-01-26 14:35:16,"0,467s",FAILED
