Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Emails,Chrome 63.0.3239.132,,2018-01-26 14:34:34,2018-01-26 14:34:51,"17,116s",PASSED
,,,,,,
Test Cases/ENTRE/RecuperacaoSenha,Chrome 63.0.3239.132,,2018-01-26 14:34:34,2018-01-26 14:34:51,"16,758s",PASSED
openBrowser,Chrome 63.0.3239.132,,2018-01-26 14:34:34,2018-01-26 14:34:38,"3,472s",PASSED
navigateToUrl,Chrome 63.0.3239.132,,2018-01-26 14:34:38,2018-01-26 14:34:44,"6,159s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:34:44,2018-01-26 14:34:46,"1,497s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:34:46,2018-01-26 14:34:46,"0,089s",PASSED
delay,Chrome 63.0.3239.132,,2018-01-26 14:34:46,2018-01-26 14:34:49,"3,021s",PASSED
setText,Chrome 63.0.3239.132,,2018-01-26 14:34:49,2018-01-26 14:34:49,"0,228s",PASSED
click,Chrome 63.0.3239.132,,2018-01-26 14:34:49,2018-01-26 14:34:49,"0,084s",PASSED
check,Chrome 63.0.3239.132,,2018-01-26 14:34:49,2018-01-26 14:34:50,"1,132s",PASSED
closeBrowser,Chrome 63.0.3239.132,,2018-01-26 14:34:50,2018-01-26 14:34:51,"0,640s",PASSED
