Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Compras,Firefox 58.0,,2018-02-05 14:17:58,2018-02-05 14:23:16,"5m - 17,928s",FAILED
,,,,,,
Test Cases/COMPRAS/Adicionar Carrinho,Firefox 58.0,,2018-02-05 14:17:58,2018-02-05 14:19:01,"1m - 2,615s",FAILED
openBrowser,Firefox 58.0,,2018-02-05 14:17:58,2018-02-05 14:18:06,"7,876s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:18:06,2018-02-05 14:18:12,"5,669s",PASSED
click,Firefox 58.0,,2018-02-05 14:18:12,2018-02-05 14:18:15,"3,439s",PASSED
setText,Firefox 58.0,,2018-02-05 14:18:15,2018-02-05 14:18:19,"4,131s",PASSED
setText,Firefox 58.0,,2018-02-05 14:18:19,2018-02-05 14:18:23,"4,115s",PASSED
click,Firefox 58.0,,2018-02-05 14:18:23,2018-02-05 14:18:29,"5,744s",PASSED
click,Firefox 58.0,,2018-02-05 14:18:29,2018-02-05 14:19:01,"31,333s",FAILED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Concluida,Firefox 58.0,,2018-02-05 14:19:01,2018-02-05 14:22:17,"3m - 16,879s",PASSED
openBrowser,Firefox 58.0,,2018-02-05 14:19:01,2018-02-05 14:21:23,"2m - 21,993s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:21:23,2018-02-05 14:21:29,"6,371s",PASSED
click,Firefox 58.0,,2018-02-05 14:21:29,2018-02-05 14:21:33,"3,469s",PASSED
setText,Firefox 58.0,,2018-02-05 14:21:33,2018-02-05 14:21:37,"4,116s",PASSED
setText,Firefox 58.0,,2018-02-05 14:21:37,2018-02-05 14:21:41,"4,089s",PASSED
click,Firefox 58.0,,2018-02-05 14:21:41,2018-02-05 14:21:45,"3,856s",PASSED
click,Firefox 58.0,,2018-02-05 14:21:45,2018-02-05 14:21:47,"2,262s",PASSED
click,Firefox 58.0,,2018-02-05 14:21:47,2018-02-05 14:21:52,"4,879s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-05 14:21:52,2018-02-05 14:22:10,"18,505s",PASSED
click,Firefox 58.0,,2018-02-05 14:22:10,2018-02-05 14:22:14,"3,898s",PASSED
verifyElementText,Firefox 58.0,,2018-02-05 14:22:14,2018-02-05 14:22:16,"2,045s",PASSED
closeBrowser,Firefox 58.0,,2018-02-05 14:22:16,2018-02-05 14:22:17,"1,221s",PASSED
,,,,,,
Test Cases/COMPRAS/Minhas inscricoes - Sem Resultado,Firefox 58.0,,2018-02-05 14:22:17,2018-02-05 14:23:15,"58,058s",PASSED
openBrowser,Firefox 58.0,,2018-02-05 14:22:18,2018-02-05 14:22:26,"7,952s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-05 14:22:26,2018-02-05 14:22:31,"5,433s",PASSED
click,Firefox 58.0,,2018-02-05 14:22:31,2018-02-05 14:22:34,"3,366s",PASSED
setText,Firefox 58.0,,2018-02-05 14:22:34,2018-02-05 14:22:38,"4,110s",PASSED
setText,Firefox 58.0,,2018-02-05 14:22:38,2018-02-05 14:22:43,"4,099s",PASSED
click,Firefox 58.0,,2018-02-05 14:22:43,2018-02-05 14:22:46,"3,925s",PASSED
click,Firefox 58.0,,2018-02-05 14:22:46,2018-02-05 14:22:49,"2,270s",PASSED
click,Firefox 58.0,,2018-02-05 14:22:49,2018-02-05 14:22:52,"3,267s",PASSED
selectOptionByValue,Firefox 58.0,,2018-02-05 14:22:52,2018-02-05 14:23:10,"17,518s",PASSED
click,Firefox 58.0,,2018-02-05 14:23:10,2018-02-05 14:23:12,"2,689s",PASSED
verifyElementText,Firefox 58.0,,2018-02-05 14:23:12,2018-02-05 14:23:14,"2,047s",PASSED
closeBrowser,Firefox 58.0,,2018-02-05 14:23:14,2018-02-05 14:23:15,"1,217s",PASSED
