Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Validar Campo e MSG suite,Firefox 58.0,,2018-02-01 16:58:56,2018-02-01 17:02:46,"3m - 49,103s",PASSED
,,,,,,
Test Cases/Validacao Campo e MSG/MSG Cadastrar CPF,Firefox 58.0,,2018-02-01 16:58:57,2018-02-01 16:59:24,"27,150s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 16:58:57,2018-02-01 16:59:05,"8,340s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 16:59:05,2018-02-01 16:59:11,"5,132s",PASSED
click,Firefox 58.0,,2018-02-01 16:59:11,2018-02-01 16:59:14,"3,296s",PASSED
setText,Firefox 58.0,,2018-02-01 16:59:14,2018-02-01 16:59:18,"4,137s",PASSED
click,Firefox 58.0,,2018-02-01 16:59:18,2018-02-01 16:59:20,"2,457s",PASSED
click,Firefox 58.0,,2018-02-01 16:59:20,2018-02-01 16:59:23,"2,269s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 16:59:23,2018-02-01 16:59:24,"1,246s",PASSED
,,,,,,
Test Cases/Validacao Campo e MSG/MSG CPF Invalido,Firefox 58.0,Teste de valida\u00E7\u00E3o de mensagem para CPF Invalido na area de login,2018-02-01 16:59:24,2018-02-01 16:59:58,"34,135s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 16:59:24,2018-02-01 16:59:32,"7,482s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 16:59:32,2018-02-01 16:59:37,"5,855s",PASSED
click,Firefox 58.0,,2018-02-01 16:59:37,2018-02-01 16:59:41,"3,330s",PASSED
doubleClick,Firefox 58.0,,2018-02-01 16:59:41,2018-02-01 16:59:43,"2,247s",PASSED
setText,Firefox 58.0,,2018-02-01 16:59:43,2018-02-01 16:59:47,"4,115s",PASSED
setText,Firefox 58.0,,2018-02-01 16:59:47,2018-02-01 16:59:51,"4,095s",PASSED
click,Firefox 58.0,,2018-02-01 16:59:51,2018-02-01 16:59:54,"2,288s",PASSED
check,Firefox 58.0,,2018-02-01 16:59:54,2018-02-01 16:59:57,"3,282s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 16:59:57,2018-02-01 16:59:58,"1,259s",PASSED
,,,,,,
Test Cases/Validacao Campo e MSG/MSG CPF Ja Cadastrado,Firefox 58.0,,2018-02-01 16:59:58,2018-02-01 17:00:27,"28,457s",PASSED
openBrowser,Firefox 58.0,,2018-02-01 16:59:58,2018-02-01 17:00:06,"7,463s",PASSED
navigateToUrl,Firefox 58.0,,2018-02-01 17:00:06,2018-02-01 17:00:11,"5,787s",PASSED
click,Firefox 58.0,,2018-02-01 17:00:11,2018-02-01 17:00:15,"3,358s",PASSED
setText,Firefox 58.0,,2018-02-01 17:00:15,2018-02-01 17:00:19,"4,113s",PASSED
click,Firefox 58.0,,2018-02-01 17:00:19,2018-02-01 17:00:22,"3,095s",PASSED
check,Firefox 58.0,,2018-02-01 17:00:22,2018-02-01 17:00:25,"3,266s",PASSED
closeBrowser,Firefox 58.0,,2018-02-01 17:00:25,2018-02-01 17:00:27,"1,254s",PASSED
,,,,,,
